Checking Status,Credit History,Purpose,Credit Requested,Saving Status,Employment,Personal Status,Age,Job,Age and Credit / 100,Class
0<=X<200,critical/other existing credit,radio/tv,1245,<100,1<=X<4,male mar/wid/div/sep,33,skilled,410.85,bad
<0,no credits/all paid,furniture/equipment,3114,<100,<1,female div/sep/mar,26,skilled,809.64,bad
0<=X<200,delayed previously,new car,1209,<100,unemployed,male single,47,high qualif/self emp/mgmt,568.23,bad
0<=X<200,no credits/all paid,business,8318,<100,>=7,female div/sep/mar,42,high qualif/self emp/mgmt,3493.56,bad
<0,existing paid,furniture/equipment,2996,unknown,1<=X<4,male mar/wid/div/sep,20,skilled,599.2,bad
0<=X<200,existing paid,furniture/equipment,9034,100<=X<500,<1,male single,29,high qualif/self emp/mgmt,2619.86,bad
<0,existing paid,new car,3123,<100,<1,female div/sep/mar,27,skilled,843.21,bad
0<=X<200,critical/other existing credit,radio/tv,1216,100<=X<500,<1,male single,38,skilled,462.08,bad
<0,existing paid,new car,1207,<100,<1,female div/sep/mar,24,skilled,289.68,bad
no checking,existing paid,new car,1309,unknown,1<=X<4,male single,27,unskilled resident,353.43,bad
0<=X<200,no credits/all paid,new car,6850,100<=X<500,unemployed,male single,34,high qualif/self emp/mgmt,2329,bad
<0,existing paid,new car,759,<100,4<=X<7,male single,26,skilled,197.34,bad
no checking,critical/other existing credit,furniture/equipment,7127,<100,<1,female div/sep/mar,23,skilled,1639.21,bad
<0,existing paid,radio/tv,3190,<100,1<=X<4,female div/sep/mar,24,skilled,765.6,bad
<0,no credits/all paid,furniture/equipment,7119,<100,1<=X<4,male single,53,skilled,3773.07,bad
<0,existing paid,radio/tv,2302,<100,1<=X<4,male mar/wid/div/sep,31,skilled,713.62,bad
0<=X<200,existing paid,new car,2631,100<=X<500,1<=X<4,female div/sep/mar,28,skilled,736.68,bad
>=200,critical/other existing credit,education,2319,<100,<1,male mar/wid/div/sep,33,skilled,765.27,bad
<0,existing paid,new car,7763,<100,>=7,male single,42,high qualif/self emp/mgmt,3260.46,bad
0<=X<200,existing paid,radio/tv,1534,<100,<1,male mar/wid/div/sep,23,skilled,352.82,bad
<0,existing paid,furniture/equipment,6350,unknown,>=7,male single,31,skilled,1968.5,bad
>=200,existing paid,furniture/equipment,2864,<100,1<=X<4,male single,34,unskilled resident,973.76,bad
<0,delayed previously,new car,1333,<100,unemployed,male single,43,skilled,573.19,bad
<0,no credits/all paid,radio/tv,626,<100,1<=X<4,female div/sep/mar,24,unskilled resident,150.24,bad
<0,existing paid,radio/tv,6999,<100,4<=X<7,male mar/wid/div/sep,34,skilled,2379.66,bad
0<=X<200,existing paid,radio/tv,1331,<100,<1,male single,22,skilled,292.82,bad
0<=X<200,no credits/all paid,new car,2278,100<=X<500,<1,female div/sep/mar,28,skilled,637.84,bad
no checking,no credits/all paid,new car,5003,unknown,1<=X<4,female div/sep/mar,29,skilled,1450.87,bad
<0,no credits/all paid,furniture/equipment,3552,<100,4<=X<7,male single,27,skilled,959.04,bad
0<=X<200,critical/other existing credit,furniture/equipment,19280,<100,<1,male single,31,unskilled resident,5976.8,bad
<0,no credits/all paid,radio/tv,1546,<100,4<=X<7,male single,24,unskilled resident,371.04,bad
0<=X<200,existing paid,new car,12389,unknown,1<=X<4,male single,37,skilled,4583.93,bad
<0,existing paid,new car,1372,<100,4<=X<7,male mar/wid/div/sep,36,skilled,493.92,bad
<0,existing paid,radio/tv,6758,<100,1<=X<4,female div/sep/mar,31,skilled,2094.98,bad
<0,existing paid,furniture/equipment,3234,<100,<1,female div/sep/mar,23,unskilled resident,743.82,bad
0<=X<200,critical/other existing credit,new car,2820,<100,<1,male mar/wid/div/sep,27,skilled,761.4,bad
0<=X<200,critical/other existing credit,new car,1056,<100,>=7,male single,30,skilled,316.8,bad
0<=X<200,existing paid,repairs,2384,<100,<1,male single,33,unskilled resident,786.72,bad
<0,existing paid,furniture/equipment,2039,<100,1<=X<4,female div/sep/mar,20,skilled,407.8,bad
<0,existing paid,furniture/equipment,1217,<100,1<=X<4,male mar/wid/div/sep,47,unskilled resident,571.99,bad
<0,critical/other existing credit,furniture/equipment,2246,<100,>=7,male single,60,skilled,1347.6,bad
0<=X<200,existing paid,new car,2718,<100,1<=X<4,female div/sep/mar,20,unskilled resident,543.6,bad
<0,no credits/all paid,other,13580,unknown,>=7,male single,40,high qualif/self emp/mgmt,5432,bad
0<=X<200,no credits/all paid,new car,931,100<=X<500,<1,female div/sep/mar,32,unskilled resident,297.92,bad
<0,existing paid,new car,1442,<100,4<=X<7,female div/sep/mar,23,skilled,331.66,bad
0<=X<200,no credits/all paid,business,4241,<100,1<=X<4,male single,36,unskilled resident,1526.76,bad
no checking,critical/other existing credit,new car,2775,<100,4<=X<7,male single,31,skilled,860.25,bad
0<=X<200,existing paid,furniture/equipment,918,<100,1<=X<4,female div/sep/mar,30,skilled,275.4,bad
0<=X<200,no credits/all paid,education,1837,<100,4<=X<7,female div/sep/mar,34,unskilled resident,624.58,bad
no checking,existing paid,furniture/equipment,3349,<100,1<=X<4,female div/sep/mar,28,high qualif/self emp/mgmt,937.72,bad
0<=X<200,existing paid,radio/tv,2671,100<=X<500,1<=X<4,female div/sep/mar,50,skilled,1335.5,bad
<0,existing paid,furniture/equipment,741,100<=X<500,unemployed,female div/sep/mar,22,skilled,163.02,bad
>=200,existing paid,new car,1240,100<=X<500,>=7,female div/sep/mar,48,unskilled resident,595.2,bad
no checking,delayed previously,furniture/equipment,1808,<100,4<=X<7,female div/sep/mar,22,skilled,397.76,bad
0<=X<200,existing paid,furniture/equipment,3441,100<=X<500,1<=X<4,female div/sep/mar,21,skilled,722.61,bad
no checking,critical/other existing credit,new car,1530,<100,1<=X<4,male single,32,skilled,489.6,bad
no checking,existing paid,business,3914,unknown,1<=X<4,male mar/wid/div/sep,38,skilled,1487.32,bad
<0,existing paid,radio/tv,2600,<100,1<=X<4,male single,65,skilled,1690,bad
0<=X<200,no credits/all paid,new car,1437,100<=X<500,4<=X<7,male single,29,skilled,416.73,bad
<0,no credits/all paid,furniture/equipment,1553,<100,1<=X<4,male single,44,skilled,683.32,bad
no checking,existing paid,furniture/equipment,1980,<100,<1,female div/sep/mar,19,skilled,376.2,bad
0<=X<200,existing paid,new car,1355,<100,<1,female div/sep/mar,25,unskilled resident,338.75,bad
<0,delayed previously,radio/tv,4370,<100,4<=X<7,male single,26,skilled,1136.2,bad
<0,existing paid,education,750,<100,unemployed,female div/sep/mar,27,unemp/unskilled non res,202.5,bad
no checking,existing paid,education,4623,100<=X<500,1<=X<4,male single,40,high qualif/self emp/mgmt,1849.2,bad
no checking,delayed previously,business,7980,unknown,<1,male single,27,skilled,2154.6,bad
no checking,existing paid,new car,13860,500<=X<1000,1<=X<4,female div/sep/mar,26,skilled,3603.6,bad
>=200,existing paid,new car,947,<100,4<=X<7,male single,38,skilled,359.86,bad
<0,existing paid,education,684,<100,1<=X<4,male single,40,unskilled resident,273.6,bad
0<=X<200,existing paid,furniture/equipment,1922,<100,1<=X<4,male single,37,unskilled resident,711.14,bad
<0,existing paid,new car,2303,<100,>=7,male single,45,skilled,1036.35,bad
0<=X<200,delayed previously,new car,8086,100<=X<500,>=7,male single,42,high qualif/self emp/mgmt,3396.12,bad
0<=X<200,existing paid,new car,888,<100,>=7,male single,41,unskilled resident,364.08,bad
<0,existing paid,new car,900,unknown,1<=X<4,male mar/wid/div/sep,23,skilled,207,bad
<0,critical/other existing credit,new car,4843,<100,>=7,male single,43,skilled,2082.49,bad
no checking,delayed previously,business,2580,500<=X<1000,<1,male single,41,unskilled resident,1057.8,bad
0<=X<200,existing paid,radio/tv,5595,100<=X<500,1<=X<4,male mar/wid/div/sep,24,skilled,1342.8,bad
no checking,existing paid,furniture/equipment,1123,500<=X<1000,1<=X<4,female div/sep/mar,29,unskilled resident,325.67,bad
<0,critical/other existing credit,used car,6331,<100,>=7,male single,46,skilled,2912.26,bad
0<=X<200,existing paid,new car,6560,100<=X<500,4<=X<7,male single,24,skilled,1574.4,bad
0<=X<200,no credits/all paid,furniture/equipment,2969,<100,<1,female div/sep/mar,25,skilled,742.25,bad
<0,no credits/all paid,education,1198,<100,>=7,female div/sep/mar,35,skilled,419.3,bad
0<=X<200,existing paid,new car,14027,<100,4<=X<7,male single,27,high qualif/self emp/mgmt,3787.29,bad
>=200,no credits/all paid,radio/tv,1337,<100,<1,male single,34,high qualif/self emp/mgmt,454.58,bad
0<=X<200,no credits/all paid,education,433,>=1000,<1,female div/sep/mar,24,skilled,103.92,bad
<0,existing paid,new car,1228,<100,1<=X<4,female div/sep/mar,24,unskilled resident,294.72,bad
no checking,existing paid,new car,2570,<100,1<=X<4,female div/sep/mar,21,skilled,539.7,bad
<0,existing paid,radio/tv,1882,<100,1<=X<4,female div/sep/mar,25,skilled,470.5,bad
0<=X<200,no credits/all paid,business,6416,<100,>=7,female div/sep/mar,59,skilled,3785.44,bad
<0,existing paid,radio/tv,1987,<100,1<=X<4,male single,21,unskilled resident,417.27,bad
0<=X<200,existing paid,used car,11560,<100,1<=X<4,female div/sep/mar,23,high qualif/self emp/mgmt,2658.8,bad
0<=X<200,no credits/all paid,business,4280,100<=X<500,1<=X<4,female div/sep/mar,26,unskilled resident,1112.8,bad
<0,existing paid,new car,1274,<100,<1,female div/sep/mar,37,unskilled resident,471.38,bad
<0,existing paid,new car,976,<100,<1,female div/sep/mar,23,unskilled resident,224.48,bad
no checking,delayed previously,repairs,1555,>=1000,>=7,male single,55,skilled,855.25,bad
<0,existing paid,new car,1285,unknown,4<=X<7,female div/sep/mar,32,skilled,411.2,bad
>=200,critical/other existing credit,radio/tv,1271,unknown,1<=X<4,male single,39,skilled,495.69,bad
<0,critical/other existing credit,new car,691,<100,>=7,male single,35,skilled,241.85,bad
<0,critical/other existing credit,furniture/equipment,2124,<100,1<=X<4,female div/sep/mar,24,skilled,509.76,bad
no checking,critical/other existing credit,new car,12680,unknown,>=7,male single,30,high qualif/self emp/mgmt,3804,bad
<0,existing paid,furniture/equipment,3108,<100,<1,male mar/wid/div/sep,31,unskilled resident,963.48,bad
<0,critical/other existing credit,education,8065,<100,1<=X<4,female div/sep/mar,25,high qualif/self emp/mgmt,2016.25,bad
<0,existing paid,new car,1371,unknown,1<=X<4,female div/sep/mar,25,skilled,342.75,bad
0<=X<200,critical/other existing credit,radio/tv,4933,<100,4<=X<7,male single,25,skilled,1233.25,bad
0<=X<200,existing paid,new car,836,100<=X<500,<1,female div/sep/mar,23,unskilled resident,192.28,bad
0<=X<200,delayed previously,education,6224,<100,>=7,male single,50,skilled,3112,bad
<0,critical/other existing credit,education,5998,<100,1<=X<4,male single,27,skilled,1619.46,bad
0<=X<200,existing paid,business,1188,<100,>=7,female div/sep/mar,39,skilled,463.32,bad
<0,existing paid,used car,7511,unknown,>=7,male single,51,skilled,3830.61,bad
<0,existing paid,new car,9271,<100,4<=X<7,male single,24,skilled,2225.04,bad
0<=X<200,no credits/all paid,new car,1778,<100,<1,female div/sep/mar,26,unemp/unskilled non res,462.28,bad
<0,critical/other existing credit,used car,9629,<100,4<=X<7,male single,24,skilled,2310.96,bad
<0,existing paid,furniture/equipment,3051,<100,1<=X<4,male single,54,skilled,1647.54,bad
<0,existing paid,new car,3931,<100,4<=X<7,male single,46,skilled,1808.26,bad
<0,existing paid,radio/tv,1345,<100,1<=X<4,male mar/wid/div/sep,26,skilled,349.7,bad
<0,existing paid,furniture/equipment,2712,<100,>=7,male single,41,skilled,1111.92,bad
<0,critical/other existing credit,new car,3966,<100,>=7,female div/sep/mar,33,skilled,1308.78,bad
no checking,no credits/all paid,business,4165,<100,1<=X<4,male single,36,skilled,1499.4,bad
<0,existing paid,used car,8335,unknown,>=7,male single,47,skilled,3917.45,bad
<0,existing paid,new car,1216,<100,<1,female div/sep/mar,23,skilled,279.68,bad
<0,no credits/all paid,business,11816,<100,>=7,male single,29,skilled,3426.64,bad
>=200,existing paid,radio/tv,2327,<100,<1,female div/sep/mar,25,unskilled resident,581.75,bad
<0,no credits/all paid,new car,1082,<100,1<=X<4,male single,48,skilled,519.36,bad
<0,existing paid,furniture/equipment,5179,<100,4<=X<7,male single,29,skilled,1501.91,bad
no checking,existing paid,repairs,1943,<100,<1,female div/sep/mar,23,skilled,446.89,bad
no checking,existing paid,new car,6761,unknown,1<=X<4,male single,68,skilled,4597.48,bad
<0,existing paid,radio/tv,709,<100,>=7,male single,57,unskilled resident,404.13,bad
<0,critical/other existing credit,new car,2235,<100,1<=X<4,male mar/wid/div/sep,33,skilled,737.55,bad
<0,no credits/all paid,new car,1442,<100,4<=X<7,male single,32,unskilled resident,461.44,bad
<0,existing paid,new car,3959,<100,1<=X<4,female div/sep/mar,29,skilled,1148.11,bad
no checking,delayed previously,business,2169,<100,1<=X<4,male mar/wid/div/sep,28,skilled,607.32,bad
<0,existing paid,radio/tv,2439,<100,<1,female div/sep/mar,35,skilled,853.65,bad
no checking,existing paid,furniture/equipment,2210,<100,1<=X<4,male single,25,unskilled resident,552.5,bad
<0,existing paid,new car,1422,<100,<1,male single,27,high qualif/self emp/mgmt,383.94,bad
0<=X<200,existing paid,furniture/equipment,4057,<100,4<=X<7,male mar/wid/div/sep,43,skilled,1744.51,bad
<0,existing paid,education,795,<100,<1,female div/sep/mar,53,skilled,421.35,bad
0<=X<200,existing paid,business,15672,<100,1<=X<4,male single,23,skilled,3604.56,bad
<0,existing paid,furniture/equipment,4153,<100,1<=X<4,male single,42,skilled,1744.26,bad
<0,critical/other existing credit,new car,2625,<100,>=7,male single,43,skilled,1128.75,bad
0<=X<200,critical/other existing credit,furniture/equipment,4736,<100,<1,female div/sep/mar,25,unskilled resident,1184,bad
<0,no credits/all paid,business,3161,<100,1<=X<4,male single,31,skilled,979.91,bad
0<=X<200,no credits/all paid,other,18424,<100,1<=X<4,female div/sep/mar,32,high qualif/self emp/mgmt,5895.68,bad
<0,existing paid,new car,14896,<100,>=7,male single,68,high qualif/self emp/mgmt,10129.28,bad
<0,existing paid,furniture/equipment,2359,100<=X<500,unemployed,male mar/wid/div/sep,33,skilled,778.47,bad
<0,existing paid,furniture/equipment,3345,<100,>=7,male single,39,high qualif/self emp/mgmt,1304.55,bad
<0,existing paid,radio/tv,1366,<100,<1,female div/sep/mar,22,skilled,300.52,bad
<0,no credits/all paid,furniture/equipment,6872,<100,<1,male mar/wid/div/sep,55,skilled,3779.6,bad
<0,no credits/all paid,new car,697,<100,<1,male single,46,skilled,320.62,bad
<0,existing paid,used car,10297,<100,4<=X<7,male single,39,skilled,4015.83,bad
0<=X<200,existing paid,radio/tv,1670,<100,<1,female div/sep/mar,22,skilled,367.4,bad
0<=X<200,delayed previously,radio/tv,1919,100<=X<500,<1,male single,30,high qualif/self emp/mgmt,575.7,bad
>=200,existing paid,radio/tv,745,<100,1<=X<4,female div/sep/mar,28,unskilled resident,208.6,bad
0<=X<200,existing paid,education,6288,<100,1<=X<4,male single,42,skilled,2640.96,bad
<0,no credits/all paid,furniture/equipment,3349,500<=X<1000,<1,male single,30,skilled,1004.7,bad
no checking,existing paid,furniture/equipment,1533,<100,<1,male mar/wid/div/sep,43,unskilled resident,659.19,bad
no checking,existing paid,radio/tv,3621,100<=X<500,>=7,male single,31,skilled,1122.51,bad
<0,delayed previously,business,2145,<100,4<=X<7,male single,24,skilled,514.8,bad
0<=X<200,existing paid,used car,4113,500<=X<1000,<1,female div/sep/mar,28,skilled,1151.64,bad
no checking,existing paid,furniture/equipment,10974,<100,unemployed,female div/sep/mar,26,high qualif/self emp/mgmt,2853.24,bad
<0,existing paid,new car,4006,<100,1<=X<4,male single,45,unskilled resident,1802.7,bad
no checking,existing paid,radio/tv,2397,500<=X<1000,>=7,male single,35,skilled,838.95,bad
0<=X<200,critical/other existing credit,radio/tv,2520,500<=X<1000,1<=X<4,male single,23,unskilled resident,579.6,bad
<0,no credits/all paid,new car,1193,<100,unemployed,female div/sep/mar,29,unemp/unskilled non res,345.97,bad
<0,existing paid,business,7297,<100,>=7,male single,36,skilled,2626.92,bad
no checking,delayed previously,new car,2538,<100,>=7,male single,47,unskilled resident,1192.86,bad
0<=X<200,no credits/all paid,new car,1264,100<=X<500,1<=X<4,male mar/wid/div/sep,25,skilled,316,bad
0<=X<200,critical/other existing credit,furniture/equipment,8386,<100,4<=X<7,male single,49,skilled,4109.14,bad
no checking,existing paid,business,4844,<100,unemployed,male single,33,high qualif/self emp/mgmt,1598.52,bad
<0,existing paid,used car,8229,<100,1<=X<4,male single,26,skilled,2139.54,bad
<0,existing paid,radio/tv,1845,<100,1<=X<4,male single,23,skilled,424.35,bad
